THIS	THIS	d	THIS	this	0
in	in	p-acp	in	in	0
IOB	IOB	np1	IOB	Job	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
tents	tents	n2	tents	tent	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
pull	pull	vvi	pull	pull	0
out	out	av	out	out	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
drawen	drawen	vvn	drawn	draw	0
out	out	av	out	out	0
all	all	d	all	all	0
corruptiō	corruptiō	n1	corruption	corruption	0
.	.	.	.	.	1
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
permitted	permitted	vvn	permitted	permit	0
the	the	dt	the	the	0
winde	winde	n1	wind	wind	0
of	of	pp-f	of	of	0
persecution	persecution	n1	persecution	persecution	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
beat	beat	vvi	beatrice	beat	0
furiously	furiously	av-j	furiously	furious	0
vpon	vpon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
blow	blow	vvi	blow	blow	0
away	away	av	away	away	0
all	all	d	all	all	0
chasse	chasse	j	chasse	chaste	0
of	of	pp-f	of	of	0
imperfection	imperfection	n1	imperfection	imperfection	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
solid	solid	j	solid	solid	0
wheate	wheate	n1	wheat	wheat	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
vertues	vertues	n2	virtues	virtue	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
purer	purer	jc	purer	pure	0
.	.	.	.	.	1
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
permitted	permitted	vvn	permitted	permit	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
pilled	pilled	vvn	peeled	peel	0
,	,	,	,	,	0
polled	polled	vvn	polled	poll	0
,	,	,	,	,	0
and	and	cc	and	and	0
spoyled	spoyled	vvn	spoiled	spoil	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
spoyling	spoyling	vvg	spoiling	spoil	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
lopping	lopping	vvg	lopping	lop	0
and	and	cc	and	and	0
pruning	pruning	vvg	pruning	prune	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
tree	tree	n1	tree	tree	0
hereafter	hereafter	av	hereafter	hereafter	0
may	may	vmb	may	may	0
beare	beare	vvi	bear	bear	0
his	his	po31	his	his	0
fruits	fruits	n2	fruits	fruit	0
more	more	av-dc	more	more	0
aboundantly	aboundantly	av-j	abundantly	abundant	0
.	.	.	.	.	1
9.	9.	crd	9.	9	1
Say	Say	n1	Say	say	0
not	not	xx	not	not	0
there	there	a-acp	there	there	0
fore	fore	a-acp	before	fore	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
forsaken	forsaken	vvn	forsaken	forsake	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
thinketh	thinketh	vvz	thinketh	think	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
your	your	po22	your	your	0
enemies	enemies	n2	enemies	enemy	0
say	say	vvb	say	say	0
,	,	,	,	,	0
Deus	Deus	fw-la	Deus	deus	0
dereliquit	dereliquit	fw-la	dereliquit	dereliquit	0
eos	eos	fw-la	eos	eos	0
,	,	,	,	,	0
persequimini	persequimini	fw-la	persequimini	persequimini	0
&	&	cc	&	and	0
comprehen	comprehen	fw-ge	comprehen	comprehen	0
∣	∣	sy	∣	∣	0
dite	dite	fw-fr	dite	dite	0
eos	eos	fw-gr	eos	eos	0
,	,	,	,	,	0
quia	quia	fw-la	quia	quia	0
non	non	fw-fr	non	non	0
est	est	fw-fr	est	est	0
qui	qui	fw-fr	qui	qui	0
eripiat	eripiat	n1	eripiat	eripiat	0
.	.	.	.	.	1
(	(	(	(	(	0
Ps.	Ps.	np1	Ps.	Ps.	0
70.	70.	crd	70.	70.	0
)	)	)	)	)	1
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
forsaken	forsaken	vvn	forsaken	forsake	0
them	them	pno32	them	they	0
,	,	,	,	,	0
follow	follow	vvb	follow	follow	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
apprehende	apprehende	vvi	apprehend	apprehend	0
them	them	pno32	them	they	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
to	to	pc-acp	to	to	0
deliuer	deliuer	vvi	deliver	deliver	0
them	them	pno32	them	they	0
:	:	:	:	:	0
beleeue	beleeue	vvb	believe	believe	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ra	ra	uh	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
answere	answere	n1	answer	answer	0
them	them	pno32	them	they	0
:	:	:	:	:	0
Non	Non	fw-la	Non	non	0
derelinquit	derelinquit	fw-la	derelinquit	derelinquit	0
Deus	Deus	fw-la	Deus	deus	0
prae	prae	fw-la	prae	prae	0
∣	∣	sy	∣	∣	0
sumentes	sumentes	n2	sumentes	sumente	0
de	de	fw-fr	de	de	0
se	se	fw-la	se	se	0
.	.	.	.	.	1
(	(	(	(	(	0
Iudith	Iudith	np1	Iudith	Judith	0
.	.	.	.	.	1
6.	6.	crd	6.	6.	0
)	)	)	)	)	1
God	God	np1	God	God	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
forsake	forsake	vvi	forsake	forsake	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
presume	presume	vvb	presume	presume	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Tell	Tell	vvi	Tell	tell	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
promised	promised	vvd	promised	promise	0
,	,	,	,	,	0
quod	quod	fw-la	quod	quod	0
non	non	fw-la	non	non	0
vo	vo	zz	vo	vo	0
∣	∣	sy	∣	∣	0
cabitur	cabitur	fw-la	cabitur	cabitur	0
vltra	vltra	fw-la	vltra	ultra	0
derelicta	derelicta	fw-la	derelicta	derelicta	0
&	&	cc	&	and	0
terra	terra	fw-la	terra	terra	0
,	,	,	,	,	0
eius	eius	fw-la	eius	eius	0
non	non	fw-la	non	non	0
vo	vo	zz	vo	vo	0
∣	∣	sy	∣	∣	0
cabitur	cabitur	fw-la	cabitur	cabitur	0
amplius	amplius	fw-la	amplius	amplius	0
desolata	desolata	fw-la	desolata	desolata	0
,	,	,	,	,	0
sed	sed	fw-la	sed	sed	0
vocabitur	vocabitur	fw-la	vocabitur	vocabitur	0
vo	vo	zz	vo	vo	0
∣	∣	sy	∣	∣	0
luntas	luntas	fw-fr	luntas	luntas	0
Dei	Dei	fw-la	Dei	dei	0
in	in	p-acp	in	in	0
ea	ea	fw-la	ea	ea	0
.	.	.	.	.	1
(	(	(	(	(	0
Isa.	Isa.	np1	Isa.	Isa.	0
62.	62.	crd	62.	62.	0
)	)	)	)	)	1
That	That	cst	That	that	0
she	she	pns31	she	she	0
shal	shal	vmb	shall	shall	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
forsaken	forsaken	vvn	forsaken	forsake	0
,	,	,	,	,	0
and	and	cc	and	and	0
her	her	po31	her	her	0
land	land	n1	land	land	0
shal	shal	vmb	shall	shall	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
desolate	desolate	j	desolate	desolate	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
she	she	pns31	she	she	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
,	,	,	,	,	0
the	the	dt	the	the	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
her	her	pno31	her	she	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
behould	behould	vvi	behold	behold	0
Englands	Englands	npg1	Englands	England	0
present	present	j	present	present	0
desolate	desolate	j	desolate	desolate	0
state	state	n1	state	state	0
,	,	,	,	,	0
&	&	cc	&	and	0
compare	compare	vvi	compare	compare	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
her	her	po31	her	her	0
former	former	j	former	former	0
glorie	glorie	n1	glory	glory	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
,	,	,	,	,	0
weepe	weepe	vvb	weep	weep	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
lewes	lewes	zz	lewes	lewes	0
did	did	vdd	did	do	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
second	second	ord	second	second	0
Temple	Temple	n1	Temple	temple	0
.	.	.	.	.	1
(	(	(	(	(	0
ESDRAS	ESDRAS	np1	ESDRAS	Esdras	0
3.	3.	crd	3.	3.	0
)	)	)	)	)	1
For	For	p-acp	For	for	0
peraduenture	peraduenture	av	peradventure	peradventure	0
,	,	,	,	,	0
Magna	Magna	fw-la	Magna	magna	0
erit	erit	fw-la	erit	erit	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
ria	ria	fw-la	ria	ria	0
domus	domus	fw-la	domus	domus	0
istius	istius	fw-la	istius	istius	0
nouissimae	nouissimae	fw-la	nouissimae	nouissimae	0
,	,	,	,	,	0
plusquàm	plusquàm	fw-la	plusquàm	plusquàm	0
primae	primae	fw-la	primae	primae	0
.	.	.	.	.	1
(	(	(	(	(	0
AGGEI	AGGEI	np1	AGGEI	AGGEI	0
2.	2.	crd	2.	2.	0
)	)	)	)	)	1
Great	Great	j	Great	great	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
glorie	glorie	n1	glory	glory	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
last	last	ord	last	last	0
house	house	n1	house	house	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
.	.	.	.	.	1
And	And	cc	And	and	0
peraduenture	peraduenture	av	peradventure	peradventure	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
,	,	,	,	,	0
England	England	np1	England	England	0
.	.	.	.	.	0
,	,	,	,	,	0
though	though	a-acp	though	though	0
all	all	d	all	all	0
dustie	dustie	j	dusty	dusty	0
and	and	cc	and	and	0
slurred	slurred	vvn	slurred	slur	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
dust	dust	n1	dust	dust	0
and	and	cc	and	and	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
battaile	battaile	n1	battle	battle	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
she	she	pns31	she	she	0
fighteth	fighteth	vvz	fights	fight	0
,	,	,	,	,	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
then	then	av	then	then	0
when	when	c-crq	when	when	0
she	she	pns31	she	she	0
flou	flou	vvn	flou	flou	0
∣	∣	sy	∣	∣	0
rished	rished	vvd	rished	rish	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
Churches	Churches	n2	Churches	church	0
,	,	,	,	,	0
Monasteries	Monasteries	n2	Monasteries	monastery	0
,	,	,	,	,	0
and	and	cc	and	and	0
Colledges	Colledges	n2	Colleges	college	0
,	,	,	,	,	0
and	and	cc	and	and	0
shined	shined	vvd	shined	shine	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
golden	golden	j	golden	golden	0
peace	peace	n1	peace	peace	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
not	not	xx	not	not	0
astonished	astonished	vvn	astonished	astonish	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
troupes	troupes	n2	troops	troop	0
and	and	cc	and	and	0
forces	forces	n2	forces	force	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
enemy	enemy	n1	enemy	enemy	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
field	field	n1	field	field	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
do	do	vdb	do	do	0
you	you	pn22	you	you	0
cry	cry	vvi	cry	cry	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
a	a	dt	a	a	0
fight	fight	n1	fight	fight	0
with	with	p-acp	with	with	0
ELIZEVS	ELIZEVS	np1	ELIZEVS	ELIZEVS	0
seruant	seruant	n1	servant	servant	0
,	,	,	,	,	0
Heu	Heu	fw-la	Heu	heu	0
,	,	,	,	,	0
Heu	Heu	fw-la	Heu	heu	0
,	,	,	,	,	0
Domine	Domine	fw-la	Domine	domine	0
mi	mi	fw-mi	mi	mi	0
,	,	,	,	,	0
quid	quid	fw-la	quid	quid	0
faciemus	faciemus	fw-la	faciemus	faciemus	0
?	?	?	?	?	1
(	(	(	(	(	0
4.	4.	crd	4.	4.	1
Reg.	Reg.	np1	Reg.	Reg.	0
6.	6.	crd	6.	6.	0
)	)	)	)	)	1
Alas	Alas	np1	Alas	Alas	0
,	,	,	,	,	0
Alas	Alas	uh	Alas	alas	0
,	,	,	,	,	0
My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
doe	doe	vdi	do	do	0
?	?	?	?	?	0
for	for	p-acp	for	for	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
more	more	dc	more	more	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
then	then	av	then	then	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Lift	Lift	vvb	Lift	lift	0
vp	vp	a-acp	up	up	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
to	to	p-acp	to	to	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
shal	shal	vmb	shall	shall	0
see	see	vvi	see	see	0
moe	moe	av-dc	more	more	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
mountaine	mountaine	n1	mountain	mountain	0
prepared	prepared	vvd	prepared	prepare	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
then	then	av	then	then	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
valley	valley	n1	valley	valley	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
fight	fight	vvb	fight	fight	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
.	.	.	.	.	1
You	You	pn22	You	you	0
shal	shal	vmb	shall	shall	0
see	see	vvi	see	see	0
your	your	po22	your	your	0
Genera	Genera	np1	Genera	Genera	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
IESVS	IESVS	np1	IESVS	IESVS	0
,	,	,	,	,	0
(	(	(	(	(	0
whome	whome	r-crq	whom	who	0
S.	S.	n1	S.	saint	0
Steuen	Steuen	np1	Steuen	Steven	0
saw	saw	vvd	saw	see	0
standing	standing	vvg	standing	stand	0
)	)	)	)	)	0
readie	readie	av-j	ready	ready	0
to	to	p-acp	to	to	0
assist	assist	vvi	assist	assist	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
giueth	giueth	vvz	gives	give	0
courage	courage	n1	courage	courage	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
force	force	n1	force	force	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
arme	arme	n1	arm	arm	0
,	,	,	,	,	0
edge	edge	n1	edge	edge	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
sworde	sworde	n1	sword	sword	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
heauenly	heauenly	j	heavenly	heavenly	0
troupes	troupes	n2	troops	troop	0
of	of	pp-f	of	of	0
Saints	Saints	n2	Saints	saint	0
and	and	cc	and	and	0
Angels	Angels	n2	Angels	angel	0
fighteth	fighteth	vvz	fights	fight	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
;	;	;	;	;	0
else	else	av	else	else	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
such	such	d	such	such	0
forces	forces	n2	forces	force	0
you	you	pn22	you	you	0
could	could	vmd	could	can	0
neuer	neuer	av-x	never	never	0
haue	haue	vhi	have	have	0
consisted	consisted	vvn	consisted	consist	0
;	;	;	;	;	0
much	much	av-d	much	much	0
lesse	lesse	dc	less	less	0
could	could	vmd	could	can	0
you	you	pn22	you	you	0
haue	haue	vhi	have	have	0
daiely	daiely	av-j	daily	day	0
encreased	encreased	vvn	increased	increase	0
forces	forces	n2	forces	force	0
and	and	cc	and	and	0
compa	compa	fw-la	compa	compa	0
∣	∣	sy	∣	∣	0
nies	nies	n2	nies	nie	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
your	your	po22	your	your	0
Seminaries	Seminaries	n2	Seminaries	seminary	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
your	your	po22	your	your	0
souldiers	souldiers	n2	soldiers	soldier	0
are	are	vbr	are	be	0
trayned	trayned	vvn	trained	train	0
,	,	,	,	,	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
full	full	j	full	full	0
as	as	c-acp	as	as	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
and	and	cc	and	and	0
nowe	nowe	av	now	now	0
(	(	(	(	(	0
thankes	thankes	n2	thanks	thanks	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
)	)	)	)	)	0
new	new	j	new	new	0
forces	forces	n2	forces	force	0
of	of	pp-f	of	of	0
new	new	j	new	new	0
Colledges	Colledges	n2	Colleges	college	0
and	and	cc	and	and	0
Monasteries	Monasteries	n2	Monasteries	monastery	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
and	and	cc	and	and	0
woemen	woemen	n2	women	woman	0
(	(	(	(	(	0
whose	whose	rg-crq	whose	who	0
sexe	sexe	n1	sex	sex	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
debarred	debarred	vvn	debarred	debar	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
warre	warre	n1	war	war	0
)	)	)	)	)	0
doe	doe	vdb	do	do	0
adioyne	adioyne	vvi	adjoin	adjoin	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
armed	armed	vvn	armed	arm	0
with	with	p-acp	with	with	0
as	as	p-acp	as	as	0
great	great	j	great	great	0
zeale	zeale	n1	zeal	zeal	0
as	as	c-acp	as	as	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
courage	courage	n1	courage	courage	0
&	&	cc	&	and	0
dexteritie	dexteritie	n1	dexterity	dexterity	0
in	in	p-acp	in	in	0
fighting	fighting	vvg	fighting	fight	0
as	as	c-acp	as	as	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
peareth	peareth	vvz	peareth	pear	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Atkinsōs	Atkinsōs	np1	Atkinsōs	Atkinsōs	0
,	,	,	,	,	0
Thulises	Thulises	n2	Thulises	thulise	0
,	,	,	,	,	0
Maxfieldes	Maxfieldes	np2	Maxfieldes	maxfielde	0
,	,	,	,	,	0
&	&	cc	&	and	0
Helmes	Helmes	n2	Helms	helm	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
euen	euen	av-j	even	even	0
this	this	d	this	this	0
yeare	yeare	n1	year	year	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
dying	dying	vvg	dying	die	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fielde	fielde	n1	field	field	0
,	,	,	,	,	0
discouraged	discouraged	vvn	discouraged	discourage	0
&	&	cc	&	and	0
discōfited	discōfited	vvn	discomfited	discomfit	0
their	their	po32	their	their	0
olde	olde	j	old	old	0
Aduer	Aduer	np1	Aduer	Aduer	0
saries	saries	n2	saries	sary	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
troupes	troupes	n2	troops	troop	0
of	of	pp-f	of	of	0
souldiers	souldiers	n2	soldiers	soldier	0
,	,	,	,	,	0
promisse	promisse	vvb	promise	promise	0
one	one	crd	one	one	0
day	day	n1	day	day	0
a	a	dt	a	a	0
victorie	victorie	n1	victory	victory	0
:	:	:	:	:	0
This	This	d	This	this	0
seede	seede	n1	seed	seed	0
sowen	sowen	vvn	sown	sow	0
in	in	p-acp	in	in	0
teares	teares	n2	tears	tear	0
,	,	,	,	,	0
prognosticateth	prognosticateth	vvz	prognosticateth	prognosticate	0
one	one	crd	one	one	0
day	day	n1	day	day	0
a	a	dt	a	a	0
har	har	zz	har	har	0
∣	∣	sy	∣	∣	0
uest	uest	n1	vest	vest	0
:	:	:	:	:	0
These	These	d	These	these	0
materials	materials	n2-jn	materials	material	0
so	so	av	so	so	0
well	well	av	well	well	0
hewed	hewed	vvn	hewed	hew	0
and	and	cc	and	and	0
fashioned	fashioned	vvn	fashioned	fashion	0
,	,	,	,	,	0
assure	assure	vvb	assure	assure	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
wise	wise	j	wise	wise	0
an	an	dt	and	a	0
Architect	Architect	n1	Architect	architect	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
IESVS	IESVS	np1	IESVS	IESVS	0
,	,	,	,	,	0
would	would	vmd	would	will	0
neuer	neuer	av-x	never	never	0
haue	haue	vhi	have	have	0
made	made	vvn	made	make	0
them	them	pno32	them	they	0
so	so	av	so	so	0
readie	readie	j	ready	ready	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
building	building	n1	building	building	0
,	,	,	,	,	0
had	had	vhd	had	have	0
he	he	pns31	he	he	0
not	not	xx	not	not	0
intended	intended	vvn	intended	intend	0
the	the	dt	the	the	0
reedisying	reedisying	vvg	reedisying	reedisy	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
defaced	defaced	vvn	defaced	deface	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
and	and	cc	and	and	0
ruinated	ruinated	j-vvn	ruinated	ruinate	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
.	.	.	.	.	1
10.	10.	crd	10.	10.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
your	your	po22	your	your	0
General	General	n1	General	general	0
delay	delay	vvb	delay	delay	0
your	your	po22	your	your	0
victo	victo	fw-la	victo	victo	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
,	,	,	,	,	0
and	and	cc	and	and	0
suffer	suffer	vvb	suffer	suffer	0
you	you	pn22	you	you	0
many	many	d	many	many	0
times	times	n2	times	time	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ficercely	ficercely	av-j	ficercely	ficerce	0
assaulted	assaulted	vvn	assaulted	assault	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
your	your	po22	your	your	0
victorie	victorie	n1	victory	victory	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
:	:	:	:	:	0
Al	Al	d	All	all	0
∣	∣	sy	∣	∣	0
though	though	a-acp	though	though	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
storme	storme	n1	storm	storm	0
of	of	pp-f	of	of	0
persecution	persecution	n1	persecution	persecution	0
bloweth	bloweth	vvz	blows	blow	0
so	so	av	so	so	0
boysterously	boysterously	av-j	boisterously	boisterous	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Shippe	Shippe	n1	Ship	ship	0
may	may	vmb	may	may	0
seeme	seeme	vvi	seem	seem	0
in	in	p-acp	in	in	0
daunger	daunger	n1	danger	danger	0
of	of	pp-f	of	of	0
Shipwracke	Shipwracke	n1	Shipwreck	shipwreck	0
,	,	,	,	,	0
he	he	pns31	he	he	0
seemeth	seemeth	vvz	seems	seem	0
to	to	pc-acp	to	to	0
sleepe	sleepe	vvi	sleep	sleep	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
heede	heede	vvi	heed	heed	0
you	you	pn22	you	you	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
cry	cry	vvb	cry	cry	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
S.	S.	n1	S.	saint	0
PE	PE	np1	PE	Pedro	0
∣	∣	sy	∣	∣	0
TER	TER	np1	TER	Ter	0
,	,	,	,	,	0
Domine	Domine	fw-la	Domine	domine	0
salua	salua	fw-la	salua	salua	0
nos	nos	fw-la	nos	nos	0
,	,	,	,	,	0
perimus	perimus	fw-la	perimus	perimus	0
.	.	.	.	.	1
O	O	sy	O	o	0
Lorde	Lorde	n1	Lord	lord	0
saue	saue	vvb	save	save	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
we	we	pns12	we	we	0
perish	perish	vvb	perish	perish	0
:	:	:	:	:	0
Although	Although	cs	Although	although	0
